keyword,created_at,text,username,hashtag,hashtag_occurence
Vintage car,2021-07-23 12:24:33,ORIGINAL Vintage GULF GAS STATION Sign Oil OLD Advertising Car Auto MANCAVE https://t.co/TrJjsyPQlI eBay https://t.co/rYAOandRA2,AdvertisingCol3,,246
Vintage car,2021-07-23 12:17:56,"Should classic car insurance policies increase for cars older than 40 years with no proof of MoT? Ben Field, boss o… https://t.co/9wp7oSGvhx",VintageTyre,,246
Vintage car,2021-07-23 12:08:08,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,Ropedeco1,etsyshop,15
Vintage car,2021-07-23 11:57:05,POLICE PURSUIT CAR Plymouth Fury JO-HAN 1/25 Scale Model Kits Vintage GC1300 https://t.co/MSOOvWphRS eBay https://t.co/Eca0MVL2du,kits_toys,,246
Vintage car,2021-07-23 11:55:00,#AlfaRomeo was the first to put a powerful engine in a light-weight car for mainstream production #Giulia #Spider 1… https://t.co/LBDgNjl6D7,Vintage_Cars,AlfaRomeo,1
Vintage car,2021-07-23 11:39:52,"RT @agbdrilling: Anyone fancy a trip out tomorrow. Vintage and classic vehicle show at Carver Barracks, Saffron Walden. Supporting a good c…",waite_aero,,246
Vintage car,2021-07-23 11:36:06,"RT @1RetweetMachine: #RT: RARE Vintage Roy Cox Thimble Drome Champion Tether Car #51 

ONE OF A KIND ITEM!!! 

#Retweet #RT4RT #Retweet4Ret…",VBreeman,RT,1
Vintage car,2021-07-23 11:04:26,Your like seeing someone dog a vintage vehicle. You don't put the right things in it to maintain it  &amp; you'll let a… https://t.co/eP8qbh0fpo,starhymerdotsXe,,246
Vintage car,2021-07-23 10:50:38,"RT @RichlandSource: “If you ride or just aspire to learn more about the two-wheel culture, this weekend is a fantastic immersive experience…",tanelorncloud,,246
Vintage car,2021-07-23 10:37:48,@BCCletts @ScotGovNetZero @MathesonMichael @scotgov Another car scrappage scheme which would  see lots of vintage c… https://t.co/LgLWSqaavY,Swallydooncally,,246
Vintage car,2021-07-23 10:28:33,1930's 1940's 1950's Car Truck AC Pancake Air Cleaner 1BBL Inline 6 Chevy Pickup https://t.co/iSN1MhjFVF eBay https://t.co/pHBRS6j6Il,vintage_truck,,246
Vintage car,2021-07-23 10:16:32,RT @CeidiogPR: Nichy and her vintage car Honeybee gear up to meet hero Chris Evans at Carfest | Denbighshire Free Press ⁦@achrisevans⁩ ⁦@Ca…,IWTCorwen,,246
Vintage car,2021-07-23 10:10:33,"After a two-year break, the @shakenstirfest is returning to Southbourne on 7 and 8 August.

The festival features m… https://t.co/9UKoyKhGJ6",Dorset_View,,246
Vintage car,2021-07-23 09:48:41,"RT @muzzleloaderman: Car Model Kit, Sealed Box, Monogram Corvette ZR-1, 1:24 Scale Model Kit #2785, Circa 1989, Free Shipping! https://t.co…",atticesoterica,,246
Vintage car,2021-07-23 09:45:47,"RT @muzzleloaderman: Car Model Kit, Sealed Box, Monogram Corvette ZR-1, 1:24 Scale Model Kit #2785, Circa 1989, Free Shipping! https://t.co…",peanutbug,,246
Vintage car,2021-07-23 09:41:30,"RT @osullivand: Can any classic car fan identify the car in this picture please ?
The reg is from 1949/1950.

#classiccars 
#cars 
#vintage…",Sliaveen,classiccars,3
Vintage car,2021-07-23 09:38:59,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,peanutbug,etsyshop,15
Vintage car,2021-07-23 09:32:06,Tin Car Vintage Object Open Car Retro White No noticeable scratches or stains https://t.co/xQEpNFqfqv eBay https://t.co/g9QgfzWoZ3,VintageandAnti2,,246
Vintage car,2021-07-23 09:17:05,Tin Car Vintage Open Car Object Yellow No noticeable scratches or stains https://t.co/89rdjITD2U eBay https://t.co/VIsTT4VRv1,VintageandAnti2,,246
Vintage car,2021-07-23 08:59:22,"Feel like shit, but I saw this dope car today and I’m a bitch for vintage cars so I’m showing it here https://t.co/yMRfxIavwm",camdynjewel,,246
Vintage car,2021-07-23 08:38:28,"RT @osullivand: Can any classic car fan identify the car in this picture please ?
The reg is from 1949/1950.

#classiccars 
#cars 
#vintage…",JohnBKeaneBar,classiccars,3
Vintage car,2021-07-23 08:38:10,"Can any classic car fan identify the car in this picture please ?
The reg is from 1949/1950.

#classiccars 
#cars… https://t.co/3OI1elo11q",osullivand,classiccars,3
Vintage car,2021-07-23 08:33:12,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,BambooParadise,etsyshop,15
Vintage car,2021-07-23 08:27:04,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,CollectCurios,etsyshop,15
Vintage car,2021-07-23 08:12:48,DJ Cuppy shares lovely snap beside a vintage car  https://t.co/mNsZvtE7ke,Reportminds,,246
Vintage car,2021-07-23 08:05:42,"RT @7thDayImages: My Virtual Travel for you today: ""Cuba. When Cars were still Cars"" 😉📸🚗

#nikon #nikonphotography #nikonnofilter #photo #p…",glitter_2em13,nikon,2
Vintage car,2021-07-23 08:03:37,"@Debo_Libgourman Voilà. On peut dire aux gens qu'ils font de la merde, ça ne fait rien avancer de dire ""ohlala comm… https://t.co/jGXfiPrpaC",Colombe_Vintage,,246
Vintage car,2021-07-23 07:54:49,The MOTOR Magazine 29 Mar 1938 BSA Scout &amp; Wolseley 25 Road Tests BROOKLANDS Se... - https://t.co/CyGK9DXrtQ… https://t.co/DZdasBAAVT,pookmotorbooks,,246
Vintage car,2021-07-23 07:53:58,"Anyone fancy a trip out tomorrow. Vintage and classic vehicle show at Carver Barracks, Saffron Walden. Supporting a… https://t.co/C91w1fEk5U",agbdrilling,,246
Vintage car,2021-07-23 07:44:48,My car looks vintage with the layer of dust... #dusty #WINTER #workingfromhome #dontleavemyhouse,Glitterachie,dusty,1
Vintage car,2021-07-23 07:04:04,DODGE DART Convertible 1962 JO-HAN 1/25 Scale Model Kits Vintage Car Oldies USA https://t.co/e1sSW4eM8i eBay https://t.co/JstaLmRMiZ,kits_toys,,246
Vintage car,2021-07-23 07:03:02,"@happyfishmedia Have you been to the National Transport Museum near Wanaka? Incredible. Massive vintage car collection, planes, tanks",nolotusblossom,,246
Vintage car,2021-07-23 06:51:21,"@Colombe_Vintage De memoir, il avait même épouser sa copine enceinte car Wololo on allait pas avoir un enfant dans… https://t.co/xJkuCdMSxi",_DocJ,,246
Vintage car,2021-07-23 06:49:59,"Gigante - Waltzing Car [Italy, Funk/Library] (197?)
https://t.co/nBgtu6T4cI
https://t.co/T0tODDGY7q",vintage_obscura,,246
Vintage car,2021-07-23 06:41:15,"RT @MaeCassidy_: A 1949 Cadillac shows off. 🦚🦚✨ Inspired by the Vintage &amp; Classic Car Club of India’s annual rally. 📍 Huzoor Palace, Gujara…",janetlindsayma1,,246
Vintage car,2021-07-23 06:14:10,"Vintage Japan Felt Kneehugger Elf, Striped Elf on a Micro Mini Red Race Car, Vintage Clown Car… https://t.co/GhmuExUAMV",SwirlingOrange1,,246
Vintage car,2021-07-23 05:48:03,Vintage Hot Wheels 57 Chevy Red Die Cast Car Park n Plates w Acrylic Box 1976 https://t.co/cyoXpyQOA3 https://t.co/7WsUT6vwHi,bonusgla,,246
Vintage car,2021-07-23 05:44:38,Magnifique le nouveau maillot « vintage » de NOB. J’avais lu que @pumafootball ne pouvait pas créer un design avec… https://t.co/uUrBwetPnP,Chino__Mendez,,246
Vintage car,2021-07-23 05:41:34,"RT @victoriajane6: Another pretty vintage car in another beautiful part of the UK 😍

After our beach day in Wells-next-the-Sea we drove bac…",MainsailYrd,,246
Vintage car,2021-07-23 05:38:22,RT @Mid_Ohio: This weekend at Mid-Ohio Sports Car Course motorcyclists from across the country will unite for the AMA Vintage Motorcycle Da…,Almendinger3,,246
Vintage car,2021-07-23 05:26:03,CHRYSLER 300 Hard top 1962 Red JO-HAN 1/25 Scale Model Kits Vintage Car Oldies https://t.co/BkXV35miRc eBay https://t.co/IODnc0tsUJ,kits_toys,,246
Vintage car,2021-07-23 05:10:07,"RT @jillrgunter: Car Twitter:

If I want to rent a cool, vintage, exotic car for a weekend in the Bay Area, where do I look?

My googling h…",ceballos_jomar,,246
Vintage car,2021-07-23 04:47:04,Makina (Engine) iPhone Case &amp; Cover https://t.co/dWNJKj9j98 An original vector depicting the concept of an engine (… https://t.co/spUVOl0m1u,AusGameBulletin,,246
Vintage car,2021-07-23 04:43:43,@sebastian_vice @Andreonthemic @CinnabarMothPub @amweald @ElyseRussell13 @mccindy72 @LoloWags @TheMusicks… https://t.co/2A87ZW37Rg,Kirstyn_Petras,,246
Vintage car,2021-07-23 04:41:29,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,Evie_Hourglass,etsyshop,15
Vintage car,2021-07-23 04:39:11,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,sofiartmedia,etsyshop,15
Vintage car,2021-07-23 04:24:04,Vintage 1960s Stainless Car Roof Rack https://t.co/KnJgKyjiTK eBay https://t.co/QzIqopaTrD,RacksCar,,246
Vintage car,2021-07-23 04:13:06,@bigG1234567890 @OranjeSwaeltjie We are. Wait until Toyota and other car manufactures leave the country. In 30 yrs… https://t.co/Y7hedIEDkr,Sailor19592,,246
Vintage car,2021-07-23 03:37:13,@ndhapple A Saab 900 of this vintage was my first car. I dream of having a 900s,maxwellcyoung,,246
Vintage car,2021-07-23 03:36:39,"Car Model Kit, Sealed Box, Monogram Corvette ZR-1, 1:24 Scale Model Kit #2785, Circa 1989, Free Shipping!… https://t.co/olNICQFGaw",muzzleloaderman,,246
Vintage car,2021-07-23 03:36:02,New post (Vintage Car Show Flyer Template) has been published on https://t.co/2kbicZ8S9G - Graphic Design &amp; Brandin… https://t.co/Ms2eZXQord,ModernGentz,,246
Vintage car,2021-07-23 03:31:23,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,quilts_more,etsyshop,15
Vintage car,2021-07-23 03:19:41,"Vintage Tootsietoy Car, Dollhouse 2 inch Tootsie Toy Car https://t.co/KaSw0Ckr4P #Etsyteamunity #TMTinsta… https://t.co/D9xccN9Efv",swirlingorangeE,Etsyteamunity,1
Vintage car,2021-07-23 03:19:03,"An animal with a thousand modifications is a classic car.
'A big fat American ice cube'.

#udaipurdiaries #udaipur… https://t.co/6Kysd0xP5B",luckybutlost,udaipurdiaries,1
Vintage car,2021-07-23 03:14:06,Vintage Micro Mini Toy Car made in Hong Kong https://t.co/OeuoujjePB #CIJtmt #EtsyCIJ #ChristmasinJuly #TMTinsta https://t.co/QG9vyRlsXh,SwirlingOrange1,CIJtmt,1
Vintage car,2021-07-23 03:05:38,RT @Mid_Ohio: This weekend at Mid-Ohio Sports Car Course motorcyclists from across the country will unite for the AMA Vintage Motorcycle Da…,tallmanconserv5,,246
Vintage car,2021-07-23 03:00:14,@o2bnobx Have always driven used vintage cars usually with used vintage tires 😆 many more than 6...can also complet… https://t.co/VohcVBU5yD,HeatherLMo,,246
Vintage car,2021-07-23 02:54:00,RT @Travelaviator: #CaribbeanArt Vintage 1950's Classic #AmericanCar Street Scene in #OldHavana #viejahabana - Original #Streetscape  #City…,sueschmerling1,CaribbeanArt,3
Vintage car,2021-07-23 02:49:47,"New Stock Photo ● Vintage pink classic american car on the beach, Retro @AGcuesta Image on @Dreamstime https://t.co/GWvieLLM1n",DesignStrobe,,246
Vintage car,2021-07-23 02:26:43,Makina (Engine) Postcard https://t.co/qqiNueNWgl An original vector depicting the concept of an engine (or makina)… https://t.co/uzdRMGh1Re,coco_poof,,246
Vintage car,2021-07-23 02:18:10,Check out Set of 4 Invicta Plastic Vintage Car Plaques Model T Fiat Tipo Rolls Renault  https://t.co/EsBDXXmD3s via @eBay,LauraKellyPifer,,246
Vintage car,2021-07-23 02:12:47,"amazing, my dad wants to enhance his car for vintage car racing, this video is very useful https://t.co/vJjBZbSq9K",Primrosever,,246
Vintage car,2021-07-23 02:05:46,RT @Mid_Ohio: This weekend at Mid-Ohio Sports Car Course motorcyclists from across the country will unite for the AMA Vintage Motorcycle Da…,marksantTM60,,246
Vintage car,2021-07-23 01:55:33,vintage model car kit amt 1965 Mercury Hardtop George Barris￼￼ https://t.co/Y3UpbzNFVi eBay https://t.co/5xnFV7j4bD,kits_toys,,246
Vintage car,2021-07-23 01:50:43,"Is the Car Classic, Antique or Vintage / How is it Determined?..See..https://t.co/UZJBOOTPAd https://t.co/c7TXhdRc0G",AutosTrucksRods,,246
Vintage car,2021-07-23 01:46:33,"RT @106Euan: Seriously cool stuff from @ElectronGarage: an electric 1956 Morris Minor!

First time I've ever sat in a car of this vintage.…",RadioGeekly,,246
Vintage car,2021-07-23 01:39:38,"If you collect Avon bottles and vintage character decanters, here’s the car for you. https://t.co/DdwqUnCEM0",DaveDuricy,,246
Vintage car,2021-07-23 01:31:33,badly want to change the color of our vintage car huhu want yellow 💛,rinnah_alone,,246
Vintage car,2021-07-23 01:19:34,"Vintage Christmas Car Volkswagen Bug, Midgetoy Diecast Volkswagen Beetle, VW Bug Toy https://t.co/DBXj9nW36u… https://t.co/ZswhS1f0Fh",swirlingO11,,246
Vintage car,2021-07-23 01:18:35,Talking Vintage Stock Cars with Dr John Craft – NASCAR's Golden Age https://t.co/eKwgcBlaKH,indian_sports11,,246
Vintage car,2021-07-23 01:12:37,"RT @FoundGoodBuy: Check out Vintage McCoy Pottery Brown Auto Model T or A Car Planter Large 10"" Retro https://t.co/YvwIEKNFoD @eBay",Fotograffa,,246
Vintage car,2021-07-23 00:49:06,Fujimi Ferrari Testarossa Fujimi Model Kit 1/16 Vintage Model Car Kit Ships Free https://t.co/W34qNKrDG8 eBay https://t.co/iRp3tRR0iv,kits_toys,,246
Vintage car,2021-07-23 00:41:22,Makina (Engine) Mug https://t.co/UHQ5i8F8XK An original vector depicting the concept of an engine (or makina)… https://t.co/JA3iNSXj27,coco_poof,,246
Vintage car,2021-07-23 00:40:49,"Check out Vintage McCoy Pottery Brown Auto Model T or A Car Planter Large 10"" Retro https://t.co/YvwIEKNFoD @eBay",FoundGoodBuy,,246
Vintage car,2021-07-23 00:32:03,VINTAGE TRIANG SCALEXTRIC ALFA ROMEO 1:32 SLOT CAR LOOKS MINTY https://t.co/Yax3hKSM2D eBay https://t.co/oXNNfO2gqQ,cars_slot,,246
Vintage car,2021-07-23 00:17:34,"If you’ve seen little of Cuba but vintage car pics in the last decade of news photos, buckle up. https://t.co/4l9YVzyP8Y",ReadingThePix,,246
Vintage car,2021-07-23 00:15:29,Anyone who drives a vintage car is a main character,tor_tor124,,246
Vintage car,2021-07-23 00:15:01,"“If you ride or just aspire to learn more about the two-wheel culture, this weekend is a fantastic immersive experi… https://t.co/AYvXDQHkQr",RichlandSource,,246
Vintage car,2021-07-23 00:05:13,"RT @7thDayImages: My Virtual Travel for you today: ""Cuba. When Cars were still Cars"" 😉📸🚗

#nikon #nikonphotography #nikonnofilter #photo #p…",Treeverde,nikon,2
Vintage car,2021-07-23 00:02:51,"RT @PadillaJrEdu: #tbt

Low Vintage 7th Annual Tennyson Car Show &amp; Hop 2010 https://t.co/POsfl937VL via @YouTube",BTTBBrack,tbt,2
Vintage car,2021-07-23 00:00:44,Vintage Viejitos Car Club Plaque Sign Original *Rare* 👉 https://t.co/Lu2WK2tW9n https://t.co/nC5LQcgMgn,SeasonsGala,,246
Vintage car,2021-07-22 23:57:53,"@jacksfilms #YIAYbed ""hey wanna see my vintage car collection?"" -joker",MaurizioSosa,YIAYbed,1
Vintage car,2021-07-22 23:54:34,"RT @0gi6164b38723h: Vintage Tamiya Ta02 
All Aluminum Nugget of Goodness
RC Touring Car

RC Everyday

2021/03/09

https://t.co/DKQu80VWoq",RIKI26287444,,246
Vintage car,2021-07-22 23:50:39,"#tbt

Low Vintage 7th Annual Tennyson Car Show &amp; Hop 2010 https://t.co/POsfl937VL via @YouTube",PadillaJrEdu,tbt,2
Vintage car,2021-07-22 23:49:33,Fisher Price 1974 Adventure People Race Car Driver DareDevil Miniature  | eBay https://t.co/osTxbGoo1F… https://t.co/ttZe8RRkLF,ebay_Canada,,246
Vintage car,2021-07-22 23:24:50,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,barntiques859,etsyshop,15
Vintage car,2021-07-22 23:22:08,@curlymo_99 @NiecyOKeeffe If he got all that in actual money how would he get out of paying tax on it. There is som… https://t.co/iw5m3n4eOW,gammc1st,,246
Vintage car,2021-07-22 23:21:31,"Vintage Tamiya Ta02 
All Aluminum Nugget of Goodness
RC Touring Car

RC Everyday

2021/03/09

https://t.co/DKQu80VWoq",0gi6164b38723h,,246
Vintage car,2021-07-22 23:07:35,someone buy me a pretty vintage car,dahliarcse,,246
Vintage car,2021-07-22 23:01:06,Vintage die cast sedan toy car. Modified and hand painted to with blue &amp; red stripes and SEL 3 written across the h… https://t.co/Mr6YwLsV6g,BusterJustis,,246
Vintage car,2021-07-22 22:55:29,"@CooperDubois2 I have read the entire article and I loved it. It is very complete. The truth is, this is a good way… https://t.co/jQEAhyiQbE",Giannpiero1,,246
Vintage car,2021-07-22 22:54:30,RT @Travelaviator: #CaribbeanArt Vintage 1950's Classic #AmericanCar Street Scene in #OldHavana #viejahabana - Original #Streetscape  #City…,atimetotravel,CaribbeanArt,3
Vintage car,2021-07-22 22:51:15,#CaribbeanArt Vintage 1950's Classic #AmericanCar Street Scene in #OldHavana #viejahabana - Original #Streetscape… https://t.co/ZvLkZbgteW,Travelaviator,CaribbeanArt,3
Vintage car,2021-07-22 22:43:42,RT @FOX5Vegas: Vintage car owners showed off their classic models at an event hosted by the city of Las Vegas today. https://t.co/jHJA5AmjI6,wandertrix,,246
Vintage car,2021-07-22 22:35:35,Original car just upgraded 😮💖🚘 #vintage #refurbished #upgrade #original #car #blue #Pocatello #idaho #dealership… https://t.co/Tydd1l7Qd0,journalismgoals,vintage,1
Vintage car,2021-07-22 22:33:54,"@CooperDubois2 I have been a car lover for a few years, the sound of this Vintage 62 Corvette is unique, what an engine.",LuysPrince,,246
Vintage car,2021-07-22 22:27:04,"RT @thapaom20: ""Rare and Vintage Photos of Nepal""🇳🇵🇳🇵🇳🇵🇳🇵
01. First Car brought to Nepal By carrying 1933. 
02. Vintage postage stamp. Post…",thapaom20,,246
Vintage car,2021-07-22 22:14:18,Im not a car guy… how easy is it to install Bluetooth/modern systems in a vintage/older car,JackNotOld,,246
Vintage car,2021-07-22 22:02:58,"RT @thapaom20: ""Rare and Vintage Photos of Nepal""🇳🇵🇳🇵🇳🇵🇳🇵
01. First Car brought to Nepal By carrying 1933. 
02. Vintage postage stamp. Post…",numberonecafenp,,246
Vintage car,2021-07-22 21:57:44,"RT @LoriPlanken: Vintage Corvette Picture, Old Car Photo, https://t.co/k89YBQnMvW via @Etsy",BibbiLou,,246
Vintage car,2021-07-22 21:55:04,LEGO Ideas Vintage Car (40448) - NEW! https://t.co/0cYPfai3P5 #lego #legos https://t.co/7SbXpeI3JQ,collectlegos,lego,1
Vintage car,2021-07-22 21:43:04,https://t.co/HR6OaRhZR1,CubRadio,,246
Vintage car,2021-07-22 21:40:15,Vintage Super Buggy Climbing Tumble Blue Car Rugged Off-road Tires BOTOY Toys Seller: fisherdean (100.0%... -… https://t.co/j20qDe9jM3,CU_World,,246
Vintage car,2021-07-22 21:40:07,"RT @donCmontgomery: Shiny metal +
Polished chrome =
Happy car

#1967 #oldsmobile #toronado #classiccars #antiquecars #vintage #car #restora…",Autok_it,oldsmobile,2
Vintage car,2021-07-22 21:35:31,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,RzlStores,etsyshop,15
Vintage car,2021-07-22 21:34:54,RT @FOX5Vegas: Vintage car owners showed off their classic models at an event hosted by the city of Las Vegas today. https://t.co/jHJA5AmjI6,Authorofmy_20s,,246
Vintage car,2021-07-22 21:32:23,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,JRsPillows,etsyshop,15
Vintage car,2021-07-22 21:25:28,Bride Late To Own Wedding After Vintage Car Catches Fire https://t.co/QJCNlWiXBV,Orlarjeedey_,,246
Vintage car,2021-07-22 21:25:17,The Midwest Old Timers Vintage Race Car Club is also on hand with 20+ cars dating all the way back to the 1940’s.… https://t.co/EPWqPZw1TZ,FastestHalfMile,,246
Vintage car,2021-07-22 21:20:22,@_Ewlbo @FrappMocha @Raspbury80 @gamebols @smbflurry @TsakuraWataame I know I have read of people using other solut… https://t.co/fLlfe8hVUS,HoshiChiri,,246
Vintage car,2021-07-22 21:10:04,"Kiwanis Club of Manitowoc to Host 39th Annual Car, Motorcycle &amp; Vintage Camper Show - https://t.co/MtvXXkBKd7 CWate… https://t.co/JZKCO34hSm",omahawstkiwanis,,246
Vintage car,2021-07-22 21:06:38,Vintage Citgo Thunderbird Dale Jarrett 21 NASCAR Race Car | Etsy #etsypreneur #vintagemodelcar #citgothunderbird… https://t.co/sk0Ra2mRHS,youth_reclaim,etsypreneur,1
Vintage car,2021-07-22 21:06:34,@cuppymusic I love the car. Vintage.,TheAwkndScribe,,246
Vintage car,2021-07-22 20:56:06,RT @EwbankAuctions: The cars have started arriving! Our first stand-alone car auction takes place on 5th September and we have some beautif…,StarsandSpace,,246
Vintage car,2021-07-22 20:50:56,"Shiny metal +
Polished chrome =
Happy car

#1967 #oldsmobile #toronado #classiccars #antiquecars #vintage #car… https://t.co/pk4aNgYA6q",donCmontgomery,oldsmobile,2
Vintage car,2021-07-22 20:34:26,"RT @AffariLego: eBay: LEGO Ideas 40448 Vintage Car NUOVO SIGILLATO EDIZIONE LIMITATA VIP

Asta su eBay, Vintage Car MISB: https://t.co/kYKy…",HxEa9bhd4wHlLwg,,246
Vintage car,2021-07-22 20:30:06,Make this weekend extra memorable with a visit to the MINI Car Show at the Pittsburgh Vintage Grand Prix! Click her… https://t.co/qOXT7a5ZuV,MINIPittsburgh,,246
Vintage car,2021-07-22 20:20:40,(throws a car two-hundred feet southward for the simple straightforward crime of blocking my view of the small vint… https://t.co/voIekzSPWU,humbleterubot,,246
Vintage car,2021-07-22 20:09:26,lucifer is leaning on his vintage car.  his hands are on chloe's hips. she talks to him but lucifer doesn't hear a… https://t.co/WrZ1iF3PUu,chooseyouchloe,,246
Vintage car,2021-07-22 20:05:19,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,products_hot,etsyshop,15
Vintage car,2021-07-22 20:05:17,@thobilenguban18 @zitho_nkosi 🤣🤣🤣a shocked vintage car,TherealPhuthuma,,246
Vintage car,2021-07-22 19:58:10,Almost everyone and their mom owns some variation of a vintage car shirt,agneaulnl,,246
Vintage car,2021-07-22 19:45:45,"@machminer I remember all the Kustom car mags my uncle had from the 60's. I loved that stuff. Also, it added more f… https://t.co/3aslluRXlX",HemiGod426,,246
Vintage car,2021-07-22 19:44:05,"Classic car owners floored after garage strips parts, refuses to return beloved vehicles https://t.co/cpo4bYbHIe via @Yahoo",chris_southward,,246
Vintage car,2021-07-22 19:32:21,"Vintage Hess Truck, 1991 Hess Truck with Race Car, Hess Gas Tr by ZacInTheBoxVintage https://t.co/BGyROhl7rh via @Etsy",NdcareyNancy,,246
Vintage car,2021-07-22 19:31:43,"RT @LoriPlanken: Vintage Corvette Picture, Old Car Photo, https://t.co/k89YBQnMvW via @Etsy",BrendaOak4,,246
Vintage car,2021-07-22 19:30:19,"RT @ldphotography12: Dead end street sign, Urban decay photos, vintage car,rattle snake sign, man cave, car garage, office decor,fathers da…",MichelleRoseG33,,246
Vintage car,2021-07-22 19:28:33,"Vintage Hess Truck, 1992 Hess 18 Wheeler with Race Car, Vintag by ZacInTheBoxVintage https://t.co/FRI3y0Q1C1 via @Etsy",NdcareyNancy,,246
Vintage car,2021-07-22 19:28:20,"Vintage Hess Truck, 1992 Hess 18 Wheeler with Race Car, Vintag by ZacInTheBoxVintage https://t.co/j1jTRh2G93 via @Etsy",NdcareyNancy,,246
Vintage car,2021-07-22 19:22:33,VINTAGE~1970s~Strombecker 1/32 SLOT CAR SET 3 CARS~CHEETAH~VETTE~MUSTANG~KIT https://t.co/nMBhfzYTQY eBay https://t.co/Ze42rn5Y2t,cars_slot,,246
Vintage car,2021-07-22 19:17:12,@CooperDubois2 Here we can watch the Best way to Enhance your beautiful Old and Masterpiece Car for Vintage. This the Best way to do it!,arquimedesamaya,,246
Vintage car,2021-07-22 19:11:27,#horrormemes #memes #horrorcosplay #cosplay #nightmareonelmstreet #freddykrueger #12freddyscomingforyou #wescraven… https://t.co/VxvjAcvRJm,DEXTERHALL2,horrormemes,1
Vintage car,2021-07-22 18:57:21,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,JanRomes,etsyshop,15
Vintage car,2021-07-22 18:56:48,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,Fotograffa,etsyshop,15
Vintage car,2021-07-22 18:56:12,RT @WatsonsVintage: These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980s 'W…,valleerose24,etsyshop,15
Vintage car,2021-07-22 18:54:59,These Vintage Cards are PURRFECT for car lovers and just £2.50 each in my #etsyshop : RARE Vintage/Retro Circa 1980… https://t.co/rG6vC7qHpr,WatsonsVintage,etsyshop,15
Vintage car,2021-07-22 18:50:56,"RT @LoriPlanken: Vintage Corvette Picture, Old Car Photo, https://t.co/k89YBQnMvW via @Etsy",vintage2trendy,,246
Vintage car,2021-07-22 18:50:43,"@cryyybabyk The house with the vintage car in the driveway, the one with the white kids",_caatjoy,,246
Vintage car,2021-07-22 18:45:22,"Vintage Corvette Picture, Old Car Photo, https://t.co/k89YBQnMvW via @Etsy",LoriPlanken,,246
Vintage car,2021-07-22 18:42:57,Nichy and her vintage car Honeybee gear up to meet hero Chris Evans at Carfest | The Leader ⁦@achrisevans⁩ ⁦… https://t.co/UZXlyElrVm,CeidiogPR,,246
Vintage car,2021-07-22 18:41:17,Nichy and her vintage car Honeybee gear up to meet hero Chris Evans at Carfest | Denbighshire Free Press ⁦… https://t.co/TqavePVBAO,CeidiogPR,,246
Vintage car,2021-07-22 18:25:47,RT @Mid_Ohio: This weekend at Mid-Ohio Sports Car Course motorcyclists from across the country will unite for the AMA Vintage Motorcycle Da…,SeanKamoga,,246
Vintage car,2021-07-22 18:24:16,Check out CHRYSLER NEWPORT -  Your next car. The possible dream. -  Vintage 1969 Print Ad  https://t.co/B4RnL0ExcQ via @eBay,bgbrwneyesNY,,246
Vintage car,2021-07-22 18:22:39,"RT @BrewBlab: What do you get when a military reptile, a vintage car, and a stack of flapjacks are in the same room? The newest rundown! Ft…",Camstove,,246
